346,8.371869430721608
370,9.013945872871544
434,8.587213142008732
327,8.320753262645239
211,7.934261783073229
290,7.702232939795276
298,8.044600135386483
355,8.149324294745767
217,9.237550304325598
419,6.689656101789645
241,6.571950127380452
326,7.667993415494456
288,6.065288159142572
343,6.520738630848118
382,8.959366061609924
212,9.918018774831005
394,7.735444855357132
449,9.774148820800777
415,8.690119724934519
436,9.617833843484162
292,6.367201222319651
436,7.824529760720603
326,9.181088451180127
224,8.576802854868582
442,6.208359527249312
260,7.675904088905096
327,6.896089772698063
403,6.7402667782365135
415,9.17241171282456
378,7.332333211486532
376,8.229407744027272
278,6.391236269868006
228,6.071785493737659
368,7.258499160781223
217,7.909008603074467
273,6.373923587329601
422,6.778331702349941
364,9.630244451127378
444,7.338775524764453
311,6.769388087984446
260,8.847935002049919
432,8.867167196607012
436,9.197707069555804
274,9.567850776348623
215,7.336633757310643
275,7.1505442354401785
224,6.172988860583412
297,9.865355482089761
432,6.135111902774852
366,7.72764083201929
389,6.215957989234845
252,9.851489971982778
368,6.070182180463581
225,7.291780264833271
358,6.822281779031534
224,6.484929732740728
394,6.5885359074977305
223,7.820678012015751
273,6.84563587580338
406,9.050804492390405
326,7.371094828823848
386,8.16648552467652
386,8.677567284479942
360,8.515910100689062
428,9.016818776076068
394,9.801526875705772
300,9.58763020354436
426,8.615094743594527
406,7.948960665502314
251,8.40487394066393
307,6.710235032215358
408,8.79342140207312
257,6.487890732453721
230,6.037777204881283
403,7.576246821746985
264,9.575823585565857
360,9.7984601598714
219,6.031349616793277
257,9.5416953812015
262,9.391037081578979
390,7.171706959056969
354,6.98358497751022
425,6.39437735758486
285,8.001909598123248
328,6.456118790973061
382,7.851913449853042
323,6.213517116914142
347,7.329868754596827
242,6.503453826134049
302,9.991439193632107
219,6.07618454361884
421,6.741818956728494
226,8.17797039035991
444,8.095321071838551
276,7.539979072107954
392,9.575067144247964
373,8.389015299214817
411,8.566252791509305
310,7.820127995745227
282,7.434395732870108
